Year,Species Group,Species Name,Pounds,Value
2007,Flatfish,"Sole, Dover",6099062.0,2373677.0
2007,Rockfish,"Rockfish, honeycomb",,
2007,Rockfish,"Rockfish, group bolina",1351.0,8882.0
2007,Roundfish,Eel,,
2007,Sharks,"Shark, pelagic thresher",2257.0,2903.0
2007,Flatfish,"Sole, English",398752.0,143213.0
2007,Roundfish,"Barracuda, California",89481.0,60810.0
2007,Tunas,"Tuna, yellowfin",229574.0,149569.0
2007,Roundfish,"Fish, unspecified",2575.0,443.0
2007,Other Snails,"Whelk, Kellet's",172201.0,135798.0
2007,Flatfish,"Halibut, Pacific",,
2007,Other Invertebrates,"Crustacean, unspecified",117.0,232.0
2007,Roundfish,"Thornyhead, shortspine",731469.0,1616087.0
2007,Sharks,"Shark, brown smoothhound",1008.0,548.0
2007,Roundfish,"Surfperch, barred",1702.0,4535.0
2007,Other Snails,"Snail, sea",1415.0,1048.0
2007,Freshwater species,"Crayfish, unspecified",166199.0,227782.0
2007,Sharks,"Shark, shortfin mako",67746.0,78154.0
2007,Lobster,"Lobster, California spiny",662768.0,6872867.0
2007,Rockfish,"Rockfish, squarespot",,
2007,Sea urchins,"Sea urchin, red",11137041.0,5401780.0
2007,Flatfish,"Flounder, arrowtooth",131969.0,13556.0
2007,Flatfish,"Sole, unspecified",46559.0,32471.0
2007,Crabs,"Crab, red rock",158956.0,195621.0
2007,Roundfish,Oilfish,,
2007,Rockfish,"Rockfish, Mexican",,
2007,Rockfish,"Rockfish, flag",340.0,1171.0
2007,Sharks,"Shark, sixgill",,
2007,Other Invertebrates,"Spiders, sea",,
2007,Roundfish,Lingcod,176264.0,257611.0
2007,Roundfish,"Midshipman, plainfin",439.0,649.0
2007,Other Snails,"Snail, bubble",,
2007,Crabs,"Crab, brown rock",3418.0,4879.0
2007,Roundfish,Grenadier,232269.0,41261.0
2007,Crabs,"Crab, yellow rock",238369.0,297709.0
2007,Tunas,"Tuna, skipjack",11155.0,4256.0
2007,Roundfish,Salmon,4995.0,27746.0
2007,Roundfish,"Sculpin, staghorn",3147.0,10361.0
2007,Crabs,"Crab, armed box",,
2007,Sea cucumbers,"Sea cucumber, warty",354813.0,506180.0
2007,Sharks,"Shark, spiny dogfish",27905.0,8227.0
2007,Rockfish,"Rockfish, blackgill",56044.0,84687.0
2007,Roundfish,Halfmoon,,
2008,Roundfish,"Smelt, night",315252.0,111003.0
2008,Roundfish,"Herring, Pacific - roe",,
2008,Roundfish,"Bass, kelp",,
2008,Other Invertebrates,Sea pansy,,
2008,Sharks,"Shark, swell",,
2008,Roundfish,Pomfret,,
2008,Bivalves,Mussel,440.0,65.0
2008,Sharks,"Shark, blacktip",,
2008,Crabs,"Crab, rock unspecified",637064.0,854700.0
2008,Sharks,"Shark, sixgill",,
2008,Crabs,"Crab, box",2811.0,3265.0
2008,Rockfish,"Rockfish, widow",67556.0,15198.0
2008,Sea cucumbers,"Sea cucumber, giant red",265418.0,525306.0
2008,Roundfish,"Surfperch, pile",,
2008,Roundfish,Sablefish,3424909.0,6238367.0
2008,Crabs,"Crab, brown rock",6568.0,9419.0
2008,Roundfish,Butterfish (Pacific pompano),3971.0,1275.0
2008,Roundfish,"Bonito, Pacific",1770432.0,643423.0
2008,Roundfish,"Surfperch, rubberlip",49.0,93.0
2008,Flatfish,"Sanddab, Pacific",,
2008,Other Invertebrates,Sea hare,,
2008,Shrimp/prawns,"Shrimp, ghost",,
2008,Crabs,"Crab, spider/sheep claws",,
2008,Rockfish,"Rockfish, China",9119.0,69686.0
2008,Roundfish,"Mackerel, Pacific",7782683.0,686589.0
2008,Roundfish,"Cod, Pacific",,
2008,Roundfish,Cabezon,51166.0,311985.0
2008,Other Mollusks,"Mollusk, unspecified",4948.0,155.0
2008,Crabs,"Crab, armed box",778.0,548.0
2008,Sharks,"Shark, spiny dogfish",98261.0,36423.0
2008,Crabs,"Crab, claws",812.0,3165.0
2008,Roundfish,"Shad, American",2409.0,2275.0
2008,Rockfish,"Rockfish, bank",183890.0,178635.0
2008,Tunas,"Tuna, albacore",847250.0,966115.0
2008,Roundfish,"Tomcod, Pacific",,
2008,Freshwater species,"Crayfish, unspecified",170587.0,212243.0
2008,Roundfish,Opah,130704.0,91422.0
2008,Roundfish,"Whiting, Pacific",10899837.0,1079968.0
2008,Other Invertebrates,Sand dollar,,
2008,Rockfish,"Rockfish, black-and-yellow",26592.0,191660.0
2008,Squid,"Squid, jumbo",79229.0,19728.0
2008,Rockfish,"Rockfish, chameleon",,
2008,Roundfish,"Bass, barred sand",,
2008,Rockfish,"Rockfish, brown",53357.0,334789.0
2008,Other Invertebrates,"Crustacean, unspecified",46.0,125.0
2008,Rockfish,"Rockfish, quillback",13815.0,71661.0
2008,Rockfish,"Rockfish, redbanded",734.0,1979.0
2008,Other Invertebrates,Bryozoan,,
2008,Other Snails,"Snail, sea",1301.0,1076.0
2008,Skates & Rays,"Guitarfish, shovelnose",7819.0,7262.0
2008,Squid,"Squid, market",83996824.0,26456767.0
2008,Roundfish,"Herring, Pacific",,
2008,Rockfish,"Rockfish, blue",24592.0,36264.0
2008,Sharks,"Shark, pelagic thresher",,
2008,Sea urchins,"Sea urchin, white",,
2008,Rockfish,"Rockfish, Pacific ocean perch",538.0,223.0
2008,Shrimp/prawns,"Shrimp, ocean (pink)",,
2008,Sharks,"Shark, unspecified",2209.0,1929.0
2008,Tunas,"Tuna, unspecified",1372.0,3485.0
2008,Flatfish,"Sole, fantail",172.0,76.0
2008,Shrimp/prawns,"Shrimp, coonstriped",85176.0,361801.0
2008,Roundfish,"Surfperch, unspecified",5273.0,15059.0
2008,Rockfish,"Rockfish, group slope",172119.0,109879.0
2008,Rockfish,"Rockfish, honeycomb",,
2008,Skates & Rays,"Ray, bat",,
2008,Other Invertebrates,"Worms, marine",,
2008,Other Chordates,Tunicates,,
2008,Other Invertebrates,Invertebrate Unspecified,,
2008,Rockfish,"Rockfish, group rosefish",3285.0,1495.0
2008,Roundfish,Jacksmelt,19116.0,16160.0
2008,Flatfish,"Sole, Dover",6667428.0,2579462.0
2008,Sharks,"Shark, blue",,
2008,Skates & Rays,"Skate, thornback",,
2008,Rockfish,"Rockfish, squarespot",,
2008,Roundfish,"Eel, California moray",11737.0,55538.0
2008,Crabs,"Crab, tanner",,
2008,Roundfish,Grenadier,202699.0,43115.0
2008,Hagfishes,Hagfishes,1802935.0,1432911.0
2008,Rockfish,"Rockfish, vermilion",31094.0,80660.0
2008,Roundfish,Carp,,
2008,Rockfish,"Rockfish, group bocaccio/chili",,
2008,Sharks,"Shark, sevengill",,
2008,Roundfish,Escolar,,
2008,Rockfish,"Rockfish, canary",1780.0,1381.0
2008,Flatfish,"Turbot, hornyhead",,
2008,Rockfish,"Rockfish, group shelf",7381.0,22085.0
2008,Rockfish,"Rockfish, chilipepper",227773.0,189378.0
2008,Roundfish,"Prickleback, monkeyface (eel)",183.0,773.0
2008,Sharks,"Shark, horn",,
2008,Roundfish,Yellowtail,12722.0,18677.0
2008,Rockfish,"Rockfish, yellowtail",8108.0,8415.0
2008,Roundfish,"Thornyhead, longspine",1531899.0,767829.0
2008,Sharks,"Shark, Pacific angel",13198.0,16542.0
2008,Tunas,"Tuna, skipjack, black",,
2008,Lobster,"Lobster, California spiny",742057.0,7968195.0
2008,Shrimp/prawns,"Shrimp, mantis",,
2008,Rockfish,"Rockfish, speckled",268.0,317.0
2008,Roundfish,"Shad, threadfin",48625.0,40237.0
2008,Roundfish,Louvar,873.0,4190.0
2008,Tunas,"Tuna, yellowfin",143224.0,125319.0
2008,Flatfish,"Sole, butter",,
2008,Rockfish,"Rockfish, yelloweye",54.0,16.0
2008,Crabs,"Crab, Dungeness",8579071.0,22533661.0
2008,Roundfish,"Mackerel, jack",603364.0,53223.0
2008,Other Invertebrates,Sea slug,,
2008,Sharks,"Shark, soupfin",14638.0,12559.0
2008,Crabs,"Crab, spider",61828.0,68731.0
2008,Other Snails,"Limpet, keyhole",,
2008,Freshwater species,"Crayfish, red swamp",,
2008,Rockfish,"Rockfish, grass",35089.0,364462.0
2008,Sharks,"Shark, leopard",6393.0,6101.0
2008,Roundfish,"Salmon, Chinook",1360.0,0.0
2008,Other Invertebrates,Sea stars,372.0,803.0
2008,Rockfish,"Rockfish, starry",1453.0,6513.0
2008,Sharks,"Shark, smooth hammerhead",,
2008,Sharks,"Shark, gray smoothhound",491.0,351.0
2008,Other Snails,"Snail, tegula",,
2008,Roundfish,"Lizardfish, California",,
2008,Rockfish,"Rockfish, group red",8982.0,17875.0
2008,Other Snails,"Limpet, unspecified",,
2008,Flatfish,"Flounder, unspecified",653.0,808.0
2008,Shrimp/prawns,"Shrimp, bay",45873.0,194220.0
2008,Rockfish,"Rockfish, rosy",985.0,2788.0
2008,Other Invertebrates,"Invertebrates, colonial",,
2008,Rockfish,"Rockfish, swordspine",,
2008,Roundfish,"Mackerel, unspecified",1064.0,420.0
2008,Roundfish,Oilfish,,
2008,Flatfish,"Halibut, unspecified",,
2008,Rockfish,"Rockfish, copper",12147.0,49757.0
2008,Crabs,"Crab, king",336.0,240.0
2008,Roundfish,Lingcod,156700.0,239841.0
2008,Rockfish,"Rockfish, kelp",1081.0,5901.0
2008,Flatfish,"Turbot, diamond",,
2008,Rockfish,"Rockfish, greenstriped",179.0,209.0
2008,Sharks,"Shark, white",,
2008,Tunas,"Tuna, skipjack",6501.0,3670.0
2008,Roundfish,"Smelt, surf",,
2008,Flatfish,"Halibut, California",474469.0,2298314.0
2008,Roundfish,Thornyheads,4655.0,16492.0
2008,Flatfish,Turbot,597.0,346.0
2008,Rockfish,"Rockfish, flag",355.0,1066.0
2008,Other Invertebrates,Barnacle,,
2008,Flatfish,Sanddab,277711.0,129756.0
2008,Shrimp/prawns,"Prawn, ridgeback",514291.0,862622.0
2008,Roundfish,"Herring, Pacific - roe on kelp",,
2008,Roundfish,"Sheephead, California",81479.0,402661.0
2008,Sea urchins,"Sea urchin, red",10272544.0,6535198.0
2008,Roundfish,"Surfperch, walleye",,
2008,Rockfish,"Rockfish, bronzespotted",,
2008,Rockfish,"Rockfish, olive",1692.0,3923.0
2008,Other Snails,"Whelk, Kellet's",160736.0,132762.0
2008,Rockfish,"Rockfish, darkblotched",65257.0,38978.0
2008,Rockfish,"Rockfish, splitnose",188865.0,72962.0
2008,Flatfish,"Sole, slender",,
2008,Roundfish,"Anchovy, northern",31492604.0,1565119.0
2008,Other Invertebrates,"Echinoderm, unspecified",,
2008,Crabs,"Crab, sand",,
2008,Flatfish,"Sole, rex",314350.0,112509.0
2008,Roundfish,"Whitefish, ocean",3920.0,11898.0
2008,Sharks,"Shark, thresher",190867.0,280201.0
2008,Roundfish,Wahoo,,
2008,Roundfish,"Smelts, true",,
2008,Rockfish,"Rockfish, group bolina",274.0,1384.0
2008,Roundfish,"Barracuda, California",22876.0,15981.0
2008,Skates & Rays,"Skate, big",167.0,49.0
2008,Roundfish,"Fish, unspecified",226.0,1136.0
2008,Rockfish,"Rockfish, rosethorn",,
2008,Roundfish,"Jacks, unspecified",,
2008,Rockfish,"Rockfish, group deep nearshore",1438.0,3852.0
2008,Rockfish,"Rockfish, blackgill",93797.0,141409.0
2008,Roundfish,Sargo,27.0,23.0
2008,Rockfish,"Rockfish, black",219209.0,440382.0
2008,Rockfish,"Rockfish, bocaccio",15519.0,19205.0
2008,Flatfish,"Flounder, starry",22866.0,14815.0
2008,Rockfish,"Rockfish, greenspotted",2764.0,3708.0
2008,Flatfish,"Sole, English",306598.0,110067.0
2008,Flatfish,"Sole, sand",5749.0,5749.0
2008,Roundfish,"Croaker, white",73540.0,45395.0
2008,Tunas,"Tuna, bluefin",1799.0,3332.0
2008,Roundfish,"Sculpin, staghorn",4955.0,18997.0
2008,Roundfish,"Scorpionfish, California",7964.0,24843.0
2008,Rockfish,"Rockfish, treefish",2129.0,19008.0
2008,Skates & Rays,"Skate, California",,
2008,Skates & Rays,Stingray,,
2008,Roundfish,Halfmoon,66.0,65.0
2008,Skates & Rays,"Ray, Pacific electric",,
2008,Roundfish,Kelpfishes,,
2008,Other Snails,"Snails, moon",,
2008,Sharks,"Shark, brown smoothhound",1895.0,5681.0
2008,Roundfish,"Surfperch, barred",1360.0,3933.0
2008,Rockfish,"Rockfish, Mexican",382.0,690.0
2008,Sea cucumbers,"Sea cucumber, unspecified",27615.0,64746.0
2008,Roundfish,"Surfperch, rainbow",,
2008,Roundfish,Dolphin (fish),3907.0,9080.0
2008,Rockfish,"Rockfish, unspecified",1544.0,3356.0
2008,Roundfish,"Corbina, California",,
2008,Other Snails,"Snail, top",362.0,423.0
2008,Roundfish,Grouper,,
2008,Rockfish,"Rockfish, gopher",54023.0,396746.0
2008,Flatfish,"Flounder, arrowtooth",98093.0,9896.0
2008,Rockfish,"Rockfish, group small",,
2008,Roundfish,"Croaker, unspecified",,
2008,Sharks,"Shark, shortfin mako",53353.0,65240.0
2008,Rockfish,"Rockfish, group gopher",584.0,4611.0
2008,Roundfish,"Sardine, Pacific",127438306.0,7577641.0
2008,Roundfish,Flyingfish,,
2008,Other Mollusks,"Octopus, unspecified",2255.0,1168.0
2008,Billfishes,Swordfish,807667.0,2365217.0
2008,Rockfish,"Rockfish, greenblotched",363.0,602.0
2008,Flatfish,"Sole, unspecified",26201.0,17924.0
2008,Flatfish,"Sole, rock",4707.0,2802.0
2008,Sea cucumbers,"Sea cucumber, warty",533381.0,1120009.0
2008,Tunas,"Tuna, bigeye",48788.0,159240.0
2008,Crabs,"Crab, red rock",259822.0,349825.0
2008,Roundfish,Opaleye,,
2008,Roundfish,"Greenling, kelp",3080.0,20410.0
2008,Roundfish,"Seabass, white",647415.0,1508298.0
2008,Crabs,"Crab, yellow rock",318491.0,403956.0
2008,Roundfish,Silversides,,
2008,Roundfish,"Thornyhead, shortspine",920736.0,2086157.0
2008,Skates & Rays,"Skate, unspecified",391649.0,99548.0
2008,Skates & Rays,"Ray, unspecified",263.0,85.0
2008,Sea urchins,"Sea urchin, purple",9703.0,12216.0
2008,Rockfish,"Rockfish, aurora",1211.0,2703.0
2008,Roundfish,"Surfperch, redtail",13206.0,13858.0
2008,Kelp,"Kelp, giant",,
2008,Roundfish,"Surfperch, black",,
2008,Roundfish,"Ratfish, spotted",,
2008,Crabs,"Crab, shore",,
2008,Algae,"Algae, marine",,
2008,Flatfish,"Sole, petrale",2048686.0,2203405.0
2008,Roundfish,Queenfish,,
2008,Shrimp/prawns,"Prawn, spot",287282.0,3173886.0
2008,Sharks,"Shark, bigeye thresher",8378.0,5459.0
2008,Roundfish,"Surfperch, white",,
2008,Roundfish,"Bass, giant sea",5249.0,13053.0
2009,Roundfish,Thornyheads,4793.0,7069.0
2009,Flatfish,"Flounder, unspecified",928.0,1237.0
2009,Sharks,"Shark, Pacific angel",12975.0,16182.0
2009,Roundfish,Louvar,2353.0,11006.0
2009,Roundfish,"Surfperch, redtail",13475.0,16909.0
2009,Roundfish,"Ratfish, spotted",,
2009,Roundfish,"Prickleback, monkeyface (eel)",79.0,197.0
2009,Freshwater species,"Crayfish, red swamp",,
2009,Sharks,"Shark, leopard",3947.0,3766.0
2009,Rockfish,"Rockfish, canary",2317.0,1425.0
2009,Flatfish,"Halibut, California",619700.0,2582255.0
2009,Skates & Rays,Stingray,7796.0,408.0
2009,Rockfish,"Rockfish, group bolina",169.0,742.0
2009,Other Invertebrates,"Echinoderm, unspecified",,
2009,Roundfish,Carp,,
2009,Rockfish,"Rockfish, kelp",2068.0,7564.0
2009,Roundfish,"Thornyhead, longspine",1189824.0,485055.0
2009,Rockfish,"Rockfish, redbanded",701.0,673.0
2009,Flatfish,"Sole, curlfin",,
2009,Flatfish,"Turbot, diamond",,
2009,Other Snails,"Limpet, keyhole",3491.0,9135.0
2009,Roundfish,"Shad, threadfin",60948.0,71038.0
2009,Other Snails,"Whelk, Kellet's",189220.0,153848.0
2009,Other Snails,"Snail, tegula",,
2009,Lobster,"Lobster, California spiny",705946.0,7889622.0
2009,Rockfish,"Rockfish, vermilion",27338.0,72595.0
2009,Crabs,"Crab, king",739.0,1210.0
2009,Other Snails,"Limpet, unspecified",,
2009,Other Invertebrates,Jellyfish,14630.0,20.0
2009,Rockfish,"Rockfish, black",208174.0,393562.0
2009,Crabs,"Crab, yellow rock",337598.0,421794.0
2009,Flatfish,"Sole, Dover",6982814.0,2566192.0
2009,Roundfish,"Surfperch, white",,
2009,Rockfish,"Rockfish, group deep nearshore",,
2009,Sea urchins,"Sea urchin, purple",2564.0,6503.0
2009,Skates & Rays,"Guitarfish, shovelnose",7582.0,8587.0
2009,Other Snails,"Snail, top",588.0,743.0
2009,Flatfish,Sanddab,212173.0,99770.0
2009,Roundfish,Eel,,
2009,Sharks,"Shark, thresher",137886.0,197044.0
2009,Sharks,"Shark, white",1999.0,4075.0
2009,Rockfish,"Rockfish, olive",2378.0,5780.0
2009,Roundfish,"Surfperch, unspecified",4818.0,14374.0
2009,Skates & Rays,"Skate, big",2493.0,496.0
2009,Roundfish,"Scorpionfish, California",7459.0,29533.0
2009,Rockfish,"Rockfish, yellowtail",4162.0,5706.0
2009,Flatfish,"Halibut, Pacific",,
2009,Roundfish,"Anchovy, northern",5882048.0,369751.0
2009,Rockfish,"Rockfish, group rosefish",4150.0,1242.0
2009,Flatfish,"Sole, rock",4708.0,2738.0
2009,Billfishes,Swordfish,628993.0,1954255.0
2009,Sharks,"Shark, horn",,
2009,Flatfish,"Flounder, arrowtooth",100106.0,10119.0
2009,Rockfish,"Rockfish, calico",,
2009,Roundfish,Queenfish,,
2009,Sea urchins,"Sea urchin, red",12201984.0,7789597.0
2009,Flatfish,"Sanddab, Pacific",23514.0,15037.0
2009,Skates & Rays,"Skate, unspecified",144779.0,31238.0
2009,Roundfish,"Croaker, yellowfin",,
2009,Skates & Rays,"Ray, unspecified",,
2009,Crabs,"Crab, rock unspecified",688252.0,945460.0
2009,Roundfish,Lingcod,125024.0,184762.0
2009,Roundfish,"Midshipman, plainfin",,
2009,Shrimp/prawns,"Shrimp, ocean (pink)",2609170.0,782876.0
2009,Roundfish,Oilfish,,
2009,Rockfish,"Rockfish, grass",29148.0,259601.0
2009,Roundfish,Sargo,32.0,48.0
2009,Roundfish,"Bass, giant sea",6184.0,17018.0
2009,Rockfish,"Rockfish, squarespot",110.0,199.0
2009,Rockfish,"Rockfish, blackgill",208385.0,244407.0
2009,Rockfish,"Rockfish, bocaccio",13011.0,15470.0
2009,Rockfish,"Rockfish, chameleon",,
2009,Roundfish,"Herring, Pacific - roe on kelp",,
2009,Roundfish,"Thornyhead, shortspine",1069186.0,2115507.0
2009,Roundfish,"Mudsucker, longjaw",,
2009,Roundfish,"Bass, kelp",19.0,39.0
2009,Roundfish,"Surfperch, calico",,
2009,Rockfish,"Rockfish, darkblotched",100436.0,59025.0
2009,Sharks,"Shark, brown smoothhound",332.0,321.0
2009,Roundfish,"Seabass, white",397308.0,897742.0
2009,Rockfish,"Rockfish, flag",446.0,1344.0
2009,Crabs,"Crab, armed box",1002.0,1309.0
2009,Roundfish,Grenadier,156464.0,29075.0
2009,Roundfish,Jacksmelt,33664.0,17081.0
2009,Flatfish,"Sole, petrale",1172154.0,1144126.0
2009,Sharks,"Shark, bigeye thresher",9546.0,5453.0
2009,Rockfish,"Rockfish, copper",9591.0,49816.0
2009,Roundfish,Triggerfish,,
2009,Roundfish,Silversides,,
2009,Rockfish,"Rockfish, greenspotted",1926.0,3111.0
2009,Flatfish,"Sole, English",161710.0,55414.0
2009,Algae,"Algae, marine",,
2009,Roundfish,Opaleye,416.0,1247.0
2009,Shrimp/prawns,"Prawn, ridgeback",518359.0,965300.0
2009,Roundfish,"Surfperch, black",218.0,912.0
2009,Crabs,"Crab, brown rock",25535.0,28220.0
2009,Tunas,"Tuna, skipjack",11298.0,5332.0
2009,Roundfish,"Greenling, kelp",3146.0,19917.0
2009,Rockfish,"Rockfish, widow",8896.0,6052.0
2009,Rockfish,"Rockfish, greenstriped",268.0,251.0
2009,Roundfish,"Fish, unspecified",69.0,163.0
2009,Roundfish,"Barracuda, California",101696.0,65530.0
2009,Rockfish,"Rockfish, China",5736.0,42871.0
2009,Roundfish,"Bonito, Pacific",4702371.0,1727072.0
2009,Other Invertebrates,"Spiders, sea",,
2009,Sea cucumbers,"Sea cucumber, warty",312370.0,593904.0
2009,Sharks,"Shark, swell",,
2009,Roundfish,"Surfperch, barred",1479.0,3952.0
2009,Crabs,"Crab, tanner",81.0,1.0
2009,Roundfish,"Seaperch, striped",861.0,3911.0
2009,Kelp,"Kelp, giant",,
2009,Sharks,"Shark, spiny dogfish",99956.0,39182.0
2009,Roundfish,"Whiting, Pacific",3951163.0,197451.0
2009,Rockfish,"Rockfish, greenblotched",189.0,230.0
2009,Flatfish,"Flounder, starry",36792.0,22692.0
2009,Rockfish,"Rockfish, group gopher",275.0,2177.0
2009,Rockfish,"Rockfish, speckled",248.0,324.0
2009,Crabs,"Crab, spider",85524.0,97697.0
2009,Rockfish,"Rockfish, group shelf",5590.0,13506.0
2009,Rockfish,"Rockfish, treefish",3365.0,28464.0
2009,Sharks,"Shark, gray smoothhound",140.0,394.0
2009,Roundfish,Dolphin (fish),1465.0,4181.0
2009,Roundfish,Salmon,,
2009,Roundfish,"Sardine, Pacific",82842868.0,5471879.0
2009,Rockfish,"Rockfish, honeycomb",,
2009,Rockfish,"Rockfish, group small",202.0,298.0
2009,Roundfish,"Surfperch, pile",,
2009,Flatfish,"Sole, fantail",470.0,816.0
2009,Roundfish,"Herring, Pacific - roe",,
2009,Sharks,"Shark, pelagic thresher",,
2009,Other Invertebrates,Sea pansy,,
2009,Other Snails,"Snail, sea",704.0,641.0
2009,Roundfish,"Smelts, true",,
2009,Shrimp/prawns,"Shrimp, mantis",189.0,1618.0
2009,Rockfish,"Rockfish, rosy",581.0,1723.0
2009,Squid,"Squid, jumbo",17963.0,4054.0
2009,Sharks,"Shark, blue",,
2009,Shrimp/prawns,"Prawn, spot",282096.0,2952316.0
2009,Skates & Rays,"Skate, thornback",,
2009,Roundfish,"Croaker, white",116065.0,36731.0
2009,Roundfish,Pomfret,,
2009,Hagfishes,Hagfishes,1770279.0,1377012.0
2009,Other Invertebrates,Barnacle,,
2009,Rockfish,"Rockfish, blue",13318.0,23875.0
2009,Crabs,"Crab, claws",1022.0,1254.0
2009,Roundfish,"Sculpin, staghorn",4042.0,14360.0
2009,Sharks,"Shark, unspecified",1954.0,1878.0
2009,Roundfish,"Sheephead, California",72374.0,335491.0
2009,Roundfish,"Salmon, Chinook",,
2009,Roundfish,Flyingfish,,
2009,Roundfish,"Smelt, surf",107265.0,37594.0
2009,Roundfish,"Surfperch, rainbow",,
2009,Crabs,"Crab, box",1737.0,2813.0
2009,Rockfish,"Rockfish, brown",54149.0,329059.0
2009,Roundfish,Wahoo,,
2009,Sea urchins,"Sea urchin, white",,
2009,Crabs,"Crab, Dungeness",15286142.0,30645682.0
2009,Sharks,"Shark, shortfin mako",46373.0,54648.0
2009,Rockfish,"Rockfish, unspecified",1942.0,3625.0
2009,Shrimp/prawns,"Shrimp, ghost",,
2009,Roundfish,Butterfish (Pacific pompano),3163.0,2214.0
2009,Roundfish,"Lamprey, Pacific",,
2009,Roundfish,"Mackerel, jack",261652.0,18451.0
2009,Bivalves,Mussel,806.0,418.0
2009,Shrimp/prawns,"Shrimp, coonstriped",124414.0,503909.0
2009,Roundfish,"Kelpfish, giant",,
2009,Other Invertebrates,"Crustacean, unspecified",123.0,231.0
2009,Freshwater species,"Crayfish, unspecified",197598.0,225782.0
2009,Crabs,"Crab, red rock",242614.0,331407.0
2009,Rockfish,"Rockfish, aurora",2492.0,5452.0
2009,Other Mollusks,"Mollusk, unspecified",294.0,220.0
2009,Skates & Rays,"Ray, Pacific electric",1075.0,1928.0
2009,Flatfish,"Sole, unspecified",29370.0,18409.0
2009,Other Invertebrates,"Worms, marine",,
2009,Skates & Rays,"Skate, longnose",172747.0,26118.0
2009,Tunas,"Tuna, albacore",875624.0,971781.0
2009,Other Invertebrates,Bryozoan,,
2009,Rockfish,"Rockfish, quillback",2495.0,10786.0
2009,Bivalves,"Oyster, unspecified",,
2009,Rockfish,"Rockfish, starry",1465.0,5657.0
2009,Roundfish,"Herring, Pacific",,
2009,Roundfish,"Smelt, night",142818.0,50090.0
2009,Sharks,"Shark, soupfin",6704.0,8257.0
2009,Rockfish,"Rockfish, chilipepper",530876.0,328950.0
2009,Rockfish,"Rockfish, rosethorn",93.0,100.0
2009,Roundfish,"Wrasse, rock",,
2009,Roundfish,"Shad, American",,
2009,Rockfish,"Rockfish, bank",109981.0,88166.0
2009,Roundfish,Halfmoon,135.0,207.0
2009,Rockfish,"Rockfish, Pacific ocean perch",1709.0,770.0
2009,Rockfish,"Rockfish, black-and-yellow",25277.0,172161.0
2009,Flatfish,Turbot,592.0,398.0
2009,Other Invertebrates,Sea hare,,
2009,Sharks,"Shark, sevengill",283.0,446.0
2009,Skates & Rays,"Ray, bat",4249.0,135.0
2009,Other Invertebrates,Invertebrate Unspecified,,
2009,Tunas,"Tuna, bluefin",915270.0,442592.0
2009,Roundfish,"Eel, California moray",5031.0,18455.0
2009,Flatfish,"Sole, sand",9850.0,8512.0
2009,Rockfish,"Rockfish, group slope",166354.0,101416.0
2009,Roundfish,"Surfperch, walleye",,
2009,Roundfish,"Mackerel, unspecified",2595.0,511.0
2009,Roundfish,"Mackerel, Pacific",11197004.0,1087990.0
2009,Other Invertebrates,Sea stars,647.0,1715.0
2009,Squid,"Squid, market",205263558.0,56873127.0
2009,Flatfish,"Sole, rex",236289.0,84362.0
2009,Flatfish,"Turbot, hornyhead",,
2009,Shrimp/prawns,"Shrimp, bay",69967.0,301979.0
2009,Roundfish,Sablefish,4957099.0,9763231.0
2009,Roundfish,"Whitefish, ocean",3244.0,7786.0
2009,Rockfish,"Rockfish, shortbelly",,
2009,Rockfish,"Rockfish, stripetail",,
2009,Rockfish,"Rockfish, gopher",53413.0,367962.0
2009,Roundfish,"Surfperch, rubberlip",293.0,828.0
2009,Roundfish,Escolar,,
2009,Other Invertebrates,Sea slug,,
2009,Crabs,"Crab, spider/sheep claws",299.0,300.0
2009,Roundfish,Cabezon,40550.0,230669.0
2009,Sea cucumbers,"Sea cucumber, giant red",231174.0,459838.0
2009,Other Mollusks,"Octopus, unspecified",2526.0,3126.0
2009,Other Invertebrates,"Invertebrates, colonial",,
2009,Rockfish,"Rockfish, splitnose",125540.0,45998.0
2009,Roundfish,Yellowtail,8321.0,12070.0
2009,Roundfish,Opah,171316.0,154405.0
2009,Roundfish,"Lizardfish, California",,
2009,Tunas,"Tuna, yellowfin",96292.0,166880.0
2009,Rockfish,"Rockfish, cowcod",,
2009,Sharks,"Shark, salmon",,
2009,Tunas,"Tuna, bigeye",,
2009,Other Invertebrates,Sand dollar,,
2009,Rockfish,"Rockfish, yelloweye",88.0,303.0
2009,Rockfish,"Rockfish, group red",4475.0,16149.0
2010,Roundfish,"Wrasse, rock",,
2010,Flatfish,Turbot,614.0,327.0
2010,Tunas,"Tuna, bluefin",2821.0,6136.0
2010,Roundfish,Sargo,8.0,28.0
2010,Tunas,"Tuna, yellowfin",1635.0,6857.0
2010,Flatfish,"Sole, English",52972.0,21187.0
2010,Rockfish,"Rockfish, yellowtail",2428.0,3792.0
2010,Flatfish,"Halibut, Pacific",,
2010,Rockfish,"Rockfish, copper",7005.0,40477.0
2010,Roundfish,Senorita,,
2010,Rockfish,"Rockfish, bocaccio",8496.0,9734.0
2010,Shrimp/prawns,"Prawn, ridgeback",219609.0,408258.0
2010,Lobster,"Lobster, California spiny",715706.0,11337597.0
2010,Skates & Rays,"Ray, unspecified",730.0,321.0
2010,Rockfish,"Rockfish, greenstriped",63.0,80.0
